,Batch_ID,Username,date_time,filename,VKORG,COND_TYPE,DST_CH,DIV,Month_year,Amount,Customer_ID,Internal_Grade,OFFER_ALLOY,OFFER_EFF_PR,OFFER_ALLOY_NUMBER,OFFER_ EFF_PR _NUMBER
0,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,216,93607,2825,0,0,0,0
1,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,504,93607,3346,0,0,0,0
2,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,93589,3364,0,0,0,0
3,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,139,84743,4436,0,0,0,0
4,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,84743,3364,0,0,0,0
5,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,84743,4405,0,0,0,0
6,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,84743,3234,0,0,0,0
7,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,48,84743,2589,0,0,0,0
8,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,31503,3436,1,0,74711,0
9,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,28,31503,3780,0,0,0,0
10,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,26,31503,3785,0,0,0,0
11,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,249,31503,3349,0,0,0,0
12,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,126,31503,2810,1,0,74720,0
13,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,31503,3370,0,0,0,0
14,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,77,31503,3129,0,0,0,0
15,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,131,31503,2603,0,0,0,0
16,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93616,3281,0,0,0,0
17,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93616,3434,0,0,0,0
18,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,78254,3281,0,0,0,0
19,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,78254,3436,0,0,0,0
20,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,199,78254,2635,0,0,0,0
21,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,67,78254,2626,0,0,0,0
22,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,471,78254,2655,1,0,74680,0
23,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,78254,3434,0,0,0,0
24,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,78254,3364,0,0,0,0
25,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,471,78254,2656,0,0,0,0
26,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,78213,4405,0,0,0,0
27,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,8,78213,2632,1,0,73025,0
28,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,67,78213,2607,0,0,0,0
29,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,139,78213,4436,0,0,0,0
30,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,48,78213,2589,0,0,0,0
31,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93614,3437,0,0,0,0
32,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,93614,3364,0,0,0,0
33,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,93621,3364,0,0,0,0
34,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93621,3434,0,0,0,0
35,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,70,84716,4430,0,0,0,0
36,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93602,3434,0,0,0,0
37,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93652,3434,1,0,73580,0
38,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,93652,3364,0,0,0,0
39,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,139,93652,4436,0,0,0,0
40,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93652,3436,0,0,0,0
41,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,77,93652,3129,0,0,0,0
42,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,93581,3364,0,0,0,0
43,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,139,93581,4436,0,0,0,0
44,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,77,93581,3129,0,0,0,0
45,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,67,93663,2606,0,0,0,0
46,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,78292,3370,0,0,0,0
47,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,48,78292,2589,1,0,74703,0
48,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93574,3437,0,0,0,0
49,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93574,3436,0,0,0,0
50,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,77,93574,3129,0,1,0,73301
51,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,139,93574,4436,0,0,0,0
52,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,81162,3292,0,0,0,0
53,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,471,81162,2655,0,0,0,0
54,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,81162,3437,0,0,0,0
55,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,467,81162,2680,0,0,0,0
56,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,81,81162,3046,1,0,70553,0
57,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,200,93707,3290,1,0,73889,0
58,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,471,93599,2625,1,0,72822,0
59,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93599,3434,0,0,0,0
60,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93599,3436,0,0,0,0
61,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,59,93599,3437,0,0,0,0
62,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,199,93599,2635,0,0,0,0
63,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,52,93599,3364,1,0,74211,0
64,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,52,93599,3363,0,0,0,0
65,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,93599,3370,0,0,0,0
66,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,52,93599,4434,0,0,0,0
67,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,93579,3413,0,0,0,0
68,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,93579,4405,1,0,72908,0
69,4,Administrator,05/04/2022 10:41:59,Alloy Surcharge_Wire_DU_HH.xlsx,0300,Z133,02,02,202204,49,93579,3364,0,0,0,0
